Mau Uang Tunai 1jt?Ayo gabung layanan Video Cliponyu & Keluarkan jurus gombal-mu yg paling dahsyat utk host2 cantik Cliponyu. Ketik CLIP ke 99900.CS:02129657333,1
Terpilih dapat cek 27jt. KODE TRIPLE CEK ANDA (02599875) U/Info Klik Website www.undianbri.co.vu,1
"route nya matiin aja, jadi nanti kalau mau akses ke project masing-masing ditembak aja.",0
"Isi saldo nya bisa di grapari, indomaret, ato di tf dari bca",0
"Maaf Mengganggu 

Butuh Dana

Untuk Usaha Dll

Dan Kebutuhan Lain2

Bunga 4%

Min 5jt-500jt

Umtul Info

Whatsapp ;

+6285298437889",1
"Udah Mba, bentar",0
BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order � call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,1
"#DiRumahAja tetap seru kuota tetap penuh:
1. 4GB, 10rb/3hr
2. 28GB, 80rb/30hr
3. Diskon Freedom U (Unlimited)
lainnya?cek *123*60#
atau bit.ly/IM3HotPromo",2
Jadi nanti barang yg dipilih nyesuain budget aja diantara 7 pilihan diatas~,0
Tarot: Stabilitas finansial dan konsistensi akan menjadi prioritasmu. Cek terus pengeluaranmu ya. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
"PROMO SPESIAL BUATMU! Beli paket
- 20GB 30hr Rp58Rb (bls HP1)
- 26GB +100mnt Tsel 30hr Rp75Rb (bls HP2)
ke 5111, klik tsel.me/HO atau *363*20# sd 31Mar",2
Pagi bu saya dengan - dari Bebek Komar ...sangat bisa bu untuk pesanan besok bu...menu yang di pesan apa ya bu...diantar ke mana ya...nuhun,0
Awal bulan saat nya anda eksis lebih lama! Internetan pake volume ultima 900MB/30hr. Hrga mulai Rp 35rb di *100*471#. Tarif&lokasi cek di tsel.me/FL,2
"sy RUDY dri MALAYSIA Brencana investasikan uang sy Sbagai bekal hidup di indo,sy butuh org yg bisa sy percayakan uang sy RM 5jt,bila Bsedia,sms di 085256144059",1
Pembayaran'nya bulan ini kalau mau di bayar harap telpon/sms dulu ke atasan kami Bpk.DEDY. Hp;085221118517.Terima kasih.,1
Terima kasih telah menjadi Sahabat IndosatOoredoo. Mau tahu RAHASIA2 TERHEBOH ARTIS-ARTIS TOP + bonus gratis nelpon 60 menit?Tlp *700*1#,2
"Ada iRing dgn tarif Rp. 0,1/7hr (perpanjangan Rp. 3190/7hr) dari hits Armada - Pencuri Hati. Tekan *808*3*1*4*1# lalu OK/Call. Info: 100&111",2
Aku besok dtg agak telat jam 8 boleh ngga? Kan jam 10 ya mulainya?,0
"Plggn Yth, Anda mendapatkan Satu unit Toyota Avanza dari Poin Plus Plus INDOSAT <Pin Pemenang Anda xy1i94b u/ Info klik: www.poin-indosat2013.blogspot.com",1
"Uangnya dikirim aja ke Rekening ini, BankBNI a/n SAFITRI � No.Rekening 0282566132",1
"Ass.Sya Ibu Marni Dri Medan

Brkat Bntuan Kyai H.Yusuf

Hutan Sya 350jta Lunas

Dan Sya Sudah Bangun Toko

Ingin Seperti Sya

Slahkan Hub

Wa:085824091525",1
"ya masuk aja, belum ada tugas/quiz kok. cuma perlu ngejar dikit. Materinya sekarang sudah sampai location aware app. pertemuan berikutnya masuk ke sensor.",0
"BUTUH TAMB4MBAH4N

M@DAL USAHA DLL,

MINAT AJUKAN HUB

WHATSAPP(085397864525)

MULAI 5JT S/D 500JT

TNP MENGUN4K4N AGUN4N",1
Edan edan - semoga menjadi keluarga samawa,0
"Lebay gt katanya ""meni gitu ama mamanya teh gak blg2""",0
Kalo satpam tanya bilang aja ketemu saya,0
Aku jg di rumah lg ga ada apa2 gara2 kulkas rusak :( biasanya suka nyetok sayur,0
Saatnya pindah ke jaringan 4G TERCEPAT. Tukar kartu Anda di Gerai IndosatOoredoo Jl.Jend Soedirman-Purwokerto &dptkn bns Rp25rb (utk Nelp/SMS ke IndosatOoredoo),2
emang berbayar .,0
"Tarot: Tidak perlu ragu bila ingin merealisasikan rencana penting dihari ini, karena semua tampaknya mendukung. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127",2
"PPKM Darurat u/ lindungi rakyat. Mau Indonesia segera pulih? Stop banyak dalih! #SEMUAWAJIBPAKAIMASKER jangan pernah lepas, hindari berkerumun. covid19.go.id",2
"BLACKBERRY ONLINE BIG SAL 50% BB Z10 Rp. 4 jt DAKOTA Rp.2,8 jt Samsung note II Rp. 3 jt Iphone 5 16GB Rp. 3jt Laptop,camera&DLL Minat, Invite to BBM PIN : 25A4FF8C",1
"Kuotanya makin gede, harganya pas di kantong

1. 2GB, 4rb/3hr

2. 2GB, 10rb/30hr

3. 15GB, 40rb/30hr

mau yg lain? cek di *123*60#

atau bit.ly/m3mkd",1
Tarot: Ada kemungkinan kuat terjadi perselisihan atau kesalahpahaman antara kamu dan orang tua. Selesaikan dengan pembicaraan yang positif. Utk berhenti ketik U,2
"Selamat, Paket Nelpon Sepuasnya Tsel & 50mnt AllOpr selama 1 hari Rp 6500 telah aktif, berlaku s/d tgl 27/03/2022 pkl. 23:59 WIB. Cek status/berhenti berlangganan melalui My Telkomsel Apps atau hub *363#. Info : 188.",2
"Kami dari

Koperasi Nasari

menawarkan pinjaman

tampa anggunan

diseluruh Indonesia

minimal Rp.5jt-500jt

proses cepat & mudah

U/Info WhatsApp: +62823-3027-7477",1
Tarot: Kamu dan pasangan akan menjalani hari-hari yang menyenangkan. Jangan di sia-siakan. Utk berhenti ketik Unreg Tarot ke 99359 CS.02127882214,2
oke. bentar aku solat dulu,0
Kalo daftar doang tapi belum tentu jadi prasidang boleh ga?,0
"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",2
Diajak masuk grup film mau,0
"Mau jajan? Gak usah kemana-mana sob, jajan online aja, terutama buat kamu yang suka nge games, cek http://tsel.me/jajanonline",2
Ouhhh trs ngedeteksi apa dil? Output nya apa?,0
Haha ayook kita bully adi ndut sama sama 😃😃,0
"[Terakhir Hari Ini]
Silaturahmi tanpa henti
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. 9GB, 25rb/30hr
masih ada yg lain, beli di *123*60#
atau bit.ly/m3mkd",2
"Kuotanya makin gede, harganya pas di kantong

1. 4GB, 10rb/3hr

2. 28GB, 80rb/30hr

3. 40GB, 90rb/30hr

masih ada yg lain, beli di *123*60#

atau bit.ly/m3mkd",2
Nanti sync aja di github dekstop nya.,0
"ini nomor baru papa, tolong kirimin pulsa 50.000 ke nomor baru papa 085687329010. Papa lagi di kantor polisi, ada masalah. Jangan telepon Papa.",1
"Mau kuota Youtube, Instagram, Facebook yg murah meriah? Beli aja kuota ketengan! Dijamin gk mahal loh. Aktifin paketnya di tsel.me/ketengan & *363*847# SEKARANG",2
"P1NJAMAN...!

Tanpa Agunan

min 5jt S/D 500jt

no ribet proses cepat

U/Info chat

WhatsApp;+6282349888908",1
"Dptkn Free member card Larissa Aesthetic Center, disc 15% high treatment & asuransi jiwa, tiap isi ulang pulsa Rp 100rb di Galeri Indosat Jateng DIY s.d 31Des 13",2
"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh.",0
Pelanggan Yth SimCARD Anda M-dptkan Cek Tuanai Rp:27jt Dari PT.TRICARE INDONESIA Pin Anda HDR7JN7 U/Cek Pin Kunjungi www.programundiantricare-2015.blogspot.co.id,1
"Baik terima kasih mba, untuk ongkirnya sudah jg ya mba?",0
"TOUR-TRAVEL dptkan tiket pesawat, promo domestik & internasional mudah/aman, booking Online 24 jam hub telp : 081314447669 atau websete di : www.lion-airtravel.com.",1
Ada yang 400 rb yang kamar mandinya sama2 kalau yang ada kamar mandi di dalam kalau yang kecil 600 dan yang agak besar 700 rb,0
"Selamat, Anda mendapatkan kuota Tsel sebesar 20000000Minutes. Cek kuota di *888# atau akses My Telkomsel App.",2
"I’m spreading the GO-JEK love. Download the GO-JEK app at “http://go-jek.com/app” and input this referral code “545075264” to get Rp 50,000 free credit to your first booking. #gojekgotmehere",2
krn pulsa/limit tidak mencukupi. Dptkan informasi seputar kartu Tri di *123# atau via aplikasi BIMATRI,2
"INFO PINJ4M4N D4N4 ONLINE
PROSES MUD4H/CEP4T,
PINJAMAN MINIM4L 5JT S/D
500JT,
BUNG4 RENDAH 2% THN
MINAT WHATSAAPP.
082290101654",1
Yang sinonim bukan?,0
"Pelanggan Yth, Selamat, Anda men-dpt hadiah dr: Pengundian PT . INDOFOOD POPMIE pin anda FH53X77, U/info klik:www.pop-mie-indofood.webs.com",1
"Tetap terhubung dengan Kuota Darurat! Ketik"" YA"" untuk dapatkan seharga Rp4900 sekarang dan bayar nanti pada saat isi ulang.Ketik *505# untuk lihat pilihan lainnya Yellow 1GB/hr",2
Ketik YA ke 919 s.d 14 Maret 2016. Cuma Rp59rb per-bln! Lgs dptkan 1+ 1GB(4G)+BONUS 10GB(4G) utk Internetan + Telp & SMS SEPUASNYA ke semua nomor,2
Siap bapak,0
"Ketik FLASH<spasi>INFO kirim ke 33636 utk status paket kamu. Loopers! Dptkan info tren anak muda, challenge & pembelian paket di loop.co.id & follow@loop_id",2
"Tokopedia - Isi ulang listrik prabayar BERHASIL untuk kode input: 0954 8856 8981 9710 4733, IDPel : 32196672789 sejumlah 36 kWh.",2
"SUPER DEAL! Custom Made Shirt BUY 2 GET 1 FREE +Show your ""COVID-19 Vaccine Certificate"",get ""FREE OPTION(as many as you want!) & ""FREE DELIVERY"" until 31 OCT",2
Nasabah Yth: Rek anda mndpt cek Rp.27jt kode cek anda (02599875) Info Hub: 085828523888. atau klik www.hadiahbankbri2016.blogspot.co.id,1
PROMO SPESIAL! Beli pulsa IM3 100rb dapat potongan harga 10rb untuk produk tertentu di Alfamart. Berlaku 25 Mar- 3 April 2022. CM2,2
"Selamat tambahan Flash Anda sudah aktif, berlaku s.d. 2016-08-07 23:59:59.",2
Assalamualaikum. Ada yg tau kalo file buat penilaian ada di mana? Apa ada di fb?,0
Kalo engga belakang aqila ada 600/bulan gatau masih apa engga deh,0
"Pelanggan 082114411738, +2000 COIN PULSA mu Masih Belum Diambil? Bisa Ditukar Pulsa Lho. SEGERA Hub *500*75# utk Ambil Sekarang Sebelum Hangus! *500*75#",2
.sambl nunggu itu.. Gimana kalo ngerjain form formnya aja dulu,0
"Kuota paket Yang Bikin Nempel 3 GB quota kamu bakal hangus pada 21:28:22 WIB. Yuk, isi ulang kuota mu!",2
Kalau 13.5 itu untuk ayam kremes dan cabai ijo teh...kalau untuk bakar dan rica rica kita kasih 15rb deh ...sudah pakai box dan air gelas,0
"Assalamualaikum Bpk/Ibu.
MOHON Maaf jika Mengganggu
jika Butuh M0d4L US4H4 DLL
BUNGA 2% Pertahun Mulai Dari 5jt s/d 500
jt Silahkan CHAT ""VIA
WA:083180657444",1
"YTH,BPK/IBU..
Butuh Modal
Kmi Melayani
Pinjamn
Min 5jt S/D 500jt
Bunga Renda
Info Lanjut
WhatsApp
+6282316493123",1
"Mohon maaf, Promosi pinjaman uang tunai, syarat copy kartu kredit, bunga mulai 1,5 % bln, gratis asuransi, hub ANI 021 - 91949720 / LIA 021 - 34343669 , proses cepat",1
"Karena banyak permintaan, periode promosi telah diperpanjang! Beli 5pcs Kemeja diskon s/d 75% ex) Rp 698.000x5pcs=Rp 3.490.000 => Rp 880.000 saja!",2
Kamu yah yang ngajakin mereka.,0
"Tarot: Dia sibuk menghindar, tidak heran jika kamu mulai merasa tidak nyaman dgn perubahan sikapnya. Kamu harus lebih tenang menghadapinya. Utk berhenti ketik U",2
"Cara mudah dpt HOT PROMO:
1. *123*60#
2.WA, klik: bit.ly/IM3HotPromo
3.myIM3 app: bit.ly/m3mkd (bisa pake ovo/gopay)
4.klik dr Androidmu: http://Bit.ly/im3mdp",2
"Maaf jika ada janji yang belum terpenuhi, jika ada janji boleh mengingatkan saya.",0
"Saya Ibu Gussari, mau mendapatkan Uang Ghoib seperti saya? Kunjungi:

www.amanahcepat.com

Nyata & Terbukti!!!",1
Yg mau ngampus aku pengen titip bawain SKL aku di prodi😭,0
Hindari PEMBLOKIRAN! Tagihan Pascabayar mu 0. Bayar sblm 28/07/21 dan dapatkan Kuota 5GB. Bayar di https://bit.ly/blim3. Abaikan jika sdh bayar.,2
Kalau agus atau sept blm bisa menjamin ada kalau sekarang ada yang kosong,0
Biasanya dia bukannya ke subang ya kalo weekend,0
Butuh banget pulsa atau kuota? Dapatkan Pulsa/Kuota Darurat! Tekan *505# atau balas PAKET ke SMS ini sekarang dan bayar nanti saat isi ulang berikutnya,2
Mungkin aa nya tau kl wajah - bakal beda sendiri pas gaya ini (up),0
"BUTUH MODAL buat usaha
kami SIAP membantu
5jt/500jt
DAN BUNGA RINGAN
dari AGEN PIN-OL
aman TERPERCAYA
wa 085825534663",1
Gunakan GrabCar atau GrabTaxi & dapatkan diskon 35RIBU ke dan dari Stasiun/Bandara di Bandung. Masukkan kode promo GRABTRAVEL hingga pemakaian 30 September 2016. Hatur Nuhun.,2
"plgn yth,TRI dan MNCTV sudah mengumumkan nomor anda pada tgl:03-Maret-2015 pagi tapi tdk tersambung jadi saya DESI HERMAWATI Costumer Servis TRI di PLAZA SEMANGGI Lt1 jl,JEND SUDIRMAN KAV50 JKT PST Mengirimkan sms penting sebelum jatuh tempo bahwa nomor simcard tri anda menang undian PESTA INTERNET TRI hadiah ke2 TOYOTA NEW YARIS,PIN anda:2d7id99.Info resmi klik;www.internet-tri.jimdo.com",1
"SURAT KEPUTUSAN

KANTOR PT.SIDOMUNCUL

SELAMAT ANDA

M.DPTKAN HADIAH

KE-2 RP.175JT DNG

ID;257K69 UNTUK

MEMASTIKAN

bit.ly/infosidomuncul69",1
"No.ID Pengisian pulsa
M-Tronik Anda (672AT88)
Mendapatkan HADIAH
Program Poin isi ulang
M-Tronik U/info Resmi
Pemenang klik
www.isiulangmtronik.webs.com",2
"1/2 Bosen dengerin nada tut tut tut ? Yuks, Aktifkan NSP Nagita Slavina & Raffi Ahmad-Berhenti Buat Ku Menangis Rp 0/7hr akan diperpanjang Rp 9900/30hr atau sesuai",2
"Yeay! Cashback 5000 utk 3 Hari +data 1GB utk 5 Hari udh bisa dipakai utk data,telp & sms ke sesama.Mau 1GB lagi? Daftar IMPoin di: http://im3.do/dpktnc.",2
"Dapatkan Segera TIKET Murah & Promo DiTRAVEL Kmi,Untuk Penerbangan Domestik & Internasional ONLINE BOOKING 24 Jam Anda Berminat Hub:085318303276",1
Ambil bonus harianmu di *600# (Bebas Pulsa). Dptkan gratis nelpon atau internetan dan promo lainnya sesuai hobimu!,2
"Ass,Bpk/Ibu
Bagi Masyarakat Butuh
Modal Dan Lain Lain
Syarat Lengkap
Min 5jt-500jt
Bunga 4%
Untuk Info
WhatsApp 
+6285248389191",1
Data_pasien itu no_medrec sdgkn daftar ulang itu pake no_register karna field yg akan diisi saat daftar ulang beda maka tablenya beda,0
"Paket kuota besar spesial untukmu
1. 1,5GB, 4rb/3hr
2. 6GB, 18rb/30hr
3. Diskon Freedom U (Unlimited)
mau yg lain? cek *123*60#
atau bit.ly/m3mkd",2
ntr aku ke kosan kamu yaaaaa,0
Nomormu memang yang paling beruntung: Tes Identitas tersedia untukmu! Menangkan pulsa Rp10rb pada tes ke-30. Kirim SMS Y ke 99455 sekarang! Info:838 VD001,2
"MURAH BANGET! Combo Sakti 17-32GB + 100min & 200SMS utk 30hr Hrg mulai 80Rb! PAKET MURAH lainnya sesuai kebutuhanmu jg ada, Beli di *363# atau tsel.me/combo1",2
"Registrasi gagal. Harap masukan tanggal yang benar (01 - 31), dengan format DDMMYYYY",0
"Mau cepat dan ga mau ribet cek pulsa & sisa kuota internetmu? Yuk download aplikasi myCare sekarang juga, atau akses di https://mycare.indosatooredoo.com",2
"Ayo Beli!

- 28GB Rp76Rb 30hr dg bls HIGH1

- 12GB Rp31Rb utk 7hr dg BALAS HIGH2

ke SMS ini atau di tsel.me/HO dan *363*20# sd 12Mar",2
"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",1
"Mainkan terus games mu sekarang, dan beli koinnya pakai pulsamu, cek caranya di http://tsel.me/jajanonline",2
Ada di bip yang studio fotonya gitu,0
"SELAMAT, Anda memenangkan 1 UNIT MOBIL FREED dr TELKOMSEL, Edisi THN 2013 di undi tdi mlm pkl 23:30 di RCTI U/info Hub : 082329676767 H. MULYADI Pengirim : +777",1
Tarot: Bahagialah dengan pilihan kamu saat ini. Memang terasa berat bagi kamu dan jangan pernah merasa jika dunia tidak adil bagimu. Utk berhenti ketik Unreg Ta,2
"Dapatkan GRATIS 1 cappuccino (hot/ice) & Freza, setiap transaksi min Rp75Rb di EXCELSO Cafe Semarang, Yogya, Solo sd 9 Agust 13. Tunjukkan SMS kpd petugas",2
Nasabah BRI Yth. Norek anda terpilih sebagai pemenang UNDIAN BRI-2016 KODE PIN anda (ijh76k79) U\info HADIAH anda klik: www.undian2016bri.blogspot.co.id,1
Eh kita brati kan makan 2 kali ya?malem ini sma bsok pagi bukan?,0
"Assalamualaikum pak, mau nanya seputar mobcom sp, apakah harus ikut perkuliahan dari sekarang apa bisa ikut pas sp nanti aja pak? Trims",0
Teh maaf kalau teteh sibuk gpp nanti bayar besok aja pas pengiriman,0
"Segera dptkan Ijazah D3-S1-S2 Asli Terdaftar & Akreditasi Cepat, Kilat Instan Yang Resmi Silahkan Ke: www.buatijazahs1.wordpress.com Atau Hub:085222999475.Tks",1
"Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da",0
"koreksi saya kalau salah (bisi lupa) tapi bagus sih kalau anda mau coba-coba, nggak mubazir juga kok. Kalau mau dibalikin lagi ke CSV ya pake transformasi lagi.",0
"Selamat NO Anda
terdaftar meraih
cek 175juta
PIN;(WHA012
Info klik
bit.ly/whatsappjkt-17",1
"maaf menggangu waktunya mba/mas kami

menawarkan pinjaman dengan bunga 02% jika minat WA;085247547898",1
Jgn lupa malam ini jgn terlalu malam aja. Seadanya aja aku jg,0
Aku ga ke upi sepertinya,0
"Kuotanya makin gede, harganya pas di kantong
1. 2GB, 4rb/3hr
2. 2GB, 10rb/30hr
3. 15GB, 40rb/30hr
mau yg lain? cek di *123*60#
atau bit.ly/m3mkd",2
"INFO RESMI
NO..ANDA
Tr-pilih
Mn-dpatkan
HADIAH 
Rp.175jt.Dr
WHATSAPP
PIN;WHA012
U/info klik
bit.ly/whatsapp-inc35",1
Bu maaf saya lupa sekarang hari jumat ya...kalau jumat kita buka jam 1 bu...mau solat jumat dulu...maaf di dari upi ya,0
"Ayo Beli!
- 28GB Rp76Rb 30hr dg bls HIGH1
- 12GB Rp31Rb utk 7hr dg BALAS HIGH2
ke SMS ini atau di tsel.me/HO dan *363*20# sd 12Mar",2
"Ass.Sya Ibu Marni Dri Medan

Brkat Bntuan Kyai H.SAMSU

Lwat Penarikan Uang Goib

Hutan Sya 350jta Lunas

Ingin Seperti Sya

Slahkan Hub Blio

Wa:081990899669",1
Tarot: Jaga kondisi fisik agar tetap fit dan mental. Mengurangi berat badan mungkin menjadi prioritas di tahun ini. Utk berhenti ketik Unreg Tarot ke 99359 CS.0,2
Ini Rekeningnya. bank MANDIRI. a/n: ALI SYAMSUDIN. rek: 136-001-198-6939,1
Jadi kitanya harus cari kesibukan jg ya? Biar ga mikirin cowo melulu,0
MURAH! Hanya Rp25rb dptkan 2GB paket internetan utk 30hr. Kini internetan jadi semakin seru! Aktifkan segera di *550*904# promo s/d 29Feb16,2
"PAKET BRONET 24JAM 15MB 1hr sudah aktif. Nikmati 15MB berlaku di 00-23.59 aktif s.d 28-08-2016. Promo AXIS lainnya, telp *123#. Info838",2
mau pergi ga? Kalo engga aku mau ke kosan,0
"Kami dr Ktr INDOSAT sdh hub nmr anda tp tdk trsambung,jd kami krm SMS bhw no anda mendpt mobil JAGUAR PIN;d377hi8 info www.kejutanindosat-plusplus.weebly.com",1
Diagnosa mana? Di pasien_irj ga ada diagnosa,0
"Selamat!! � anda Mendpt hadiah Rp. 75 juta. Dari TELKOMSEL point ""Edisi september"" Hub kntr pusat : 082375271777 (Ir. Dwi Hartanto)",1
"Jika jemari tak mampu berjabat dan batin ini rindu akan keikhlasan maaf, hanya lewat pesan ini jemariku bersilaturahmi. Mohon maaf lahir dan batin",0
"Selamat siang ibu hanni, saya edi dari ecocare. Ijin antar invoice, invoice saya kirim kemana ibu? Saya merapat nie bu.",0
Maaf kaprodi kita itu siapa yah hehe,0
"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin",1
Nikmati Disc.40% utk Dominos Pizza Premium BIG PARTY WEEKEND.Harga Mulai Rp.48rb.Berlaku dine in/take away s/d 8 May'16.Kunjungi store terdekat/hubungi 1500366,2
Belum de.. Saya kagi nyoba ngejar..,0
"Transfer ke Bank xxx saja a/n xxx No rek 7390685xxx, kalau sudah ditransfer SMS ke no ini ya!",1
Dptkan e-tiket Promo Untuk Penerbangan Domestic & Internasional Booking ONLINE 24 jam Info Hub : 081316899123,1
pembayaran anda sudah jatuh tempo silahkan melapor/M-HUB ke Kantor 082327327705 terima kasih,1
"Ass,maaf sy WAHYU.mengenai Mobil bpk yg mau di jual sy sudah lihat dan cocok, Untuk nego hrg silahkan Hub saudara sy di 081219550857 dgn pak JUSMAN SAFEI (TP)",1
"ass...
kmi dri Permata Bank
M-nawarkan p1njaman d4na
t4npa agunan/survey???
5jta s/d 500jta
U/info Chat
WhatsApp:085696661776",1
Selamat -. Semoga selalu menempuh hidup yang bahagia dan selalu menyenangkan,0
meganai Ruma bpk/ibu yg mau di jual sd di surpai dan sy berminat sy tlpn tdk bisa tembus masalah harga hub suami sy 085399700354 Dr.H.IRAWAN,1
SELAMAT! BONUS HARI INI 3.75GB GRATIS bisa kamu ambil tanpa syarat! Buka aplikasi myIM3 sekarang dan cek halaman reward atau klik: bit.ly/mgmwr DP1,2
"Tadi udah bertemu beliau pa. Kata beliau, pengujiannya bisanga besok pa.",0
Hari ini! BRONET 24Jam 3GB 60hr Rp31900 dan BRONETSpecial 6GB 60hr (3GB 24Jam+3GB 00-06) Rp34900 di *123*888# SEGERA aktifkan paketnya sekarang!! Info838 LD300,2
"Pelanggan yth,saya mba muliani operator Tri. Telah menghubungi anda tapi tidak tersambung jadi informasi ini saya sampaikan lewat SMS sebelum hadiahnya jatuh tempo. Selamat nomor Tri anda menang undian dr pesta isi ulang pulsa,Pin pemenang (25b17h) segera hubungi kantor Tri jakarta. Tlp; 089660608887 info klik: www.3tricard.blogspot.com",1
"[Tinggal 3 Hari]

Silaturahmi tanpa henti

1. 1,5GB, 4rb/3hr

2. 6GB, 18rb/30hr

3. Diskon Freedom U (Unlimited)

mau yg lain? cek *123*60#

atau bit.ly/m3mkd",2
Januari mah ambil 1x seminggu aja. Kan kita masuk seminggu sekali kalau januari.,0
biasana sih pak - sampe jam 12 kan di kampus?,0
DOUBLE kuota internet plus UNLIMITED Telpon dan SMS dengan Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,2
Pembelian Dave's Single Burger Gratis Small Fries & Minum. Periode 5-11 September 2016. Tukarkan SMS ini di Wendy's terdekat! Penawaran terbatas.Promo *606#,2
ok nanti saya lihat dengan kehadiran. Siapa lagi yg nyaris2 nilainya?,0
"itu masih pake data dummy, ntar gampang itu mh.",0
Spesial untuk Anda! Paket Internet Hemat Kuota berlimpah. Hanya Rp35 Ribu kuota 2.5 GB/30 hari. Aktifkan sekarang juga di *550*905#. Buruan..! SKB,2
"Alhamdulillah berkat bantuan AKI JAGAT semua hutang sy udah lunas,ingin sperti sy slahkn KLIK
www.layanan-pesugihan.com",1
"NASABAH Yth, Anda Di Minta Menghub BRI Prihal Tabugan Anda dapat Cek Rp.27jt dri BRI dgn KODE CEK: 02599875 INFO Klik: www.callcenterbankbri.blogspot.co.id",1
"Perginya naik kelapa turun di pasar bunga wastukencana, terus naik caringin-sadang serang atau jalan",0
Thank you for your appreciation & trust in using Telkomsel service. For further feedback please advice & text sms to 1166 (FREE)(for int'l charged),2
Terima kasih atas kepercayaannya menggunakan layanan IM3 Ooredoo Postpaid. Mari berbagi pengalaman dengan menjawab pertanyaan singkat berikut. GRATIS,2
Hmm sebenernya itu cuman eksekusi jquery di control sep. Coba cek jquery yg dicotroller waktu klik button. Kan ke controller yg buat nyetak pdf,0
Iya kar lg dikosan nih. Numpang ap?,0
Nanti aku siaraan diil,0
BEBAS ekspresikan dirimu bersama Paket Freedom Combo dari Indosat Ooredoo. Segera hub *123# atau www.indosatooredoo.com/freedom,2
"KPD BPK/IBU

BUTUH DAN4H

BUAT USAHA

DAN LAINNYA

PROSES CEPAT

BUNGA 2%

MIN 5/500JTA

INFO wA 

087849813737",1
"[PROMO] Beli paket Flash mulai 1GB di MY TELKOMSEL APP dpt EXTRA kuota 2GB 4G LTE dan EXTRA nelpon hingga 100mnt/1hr. Buruan, cek di tsel.me/mytsel1 S&K",2
